"","ka","ks","omega"
"1549",0,0,NA
"1550",0,0,NA
"1551",0,0,NA
"1552",0,0.0108108208497232,0
"1553",0,0.0765560505556453,0
"1554",0,0.0266028617987719,0
"1555",0.0059260578054849,-2.22028074387784e-05,-266.905787559762
"1556",0,0.0247132150286352,0
"1557",0.00540198983360495,0,Inf
"1558",0.00653604078367635,0,Inf
"1559",0,0.0115265830084383,0
"1560",0,0,NA
"1561",0,0.00786010922409505,0
"1562",0,0,NA
"1563",0,0.0195674463731384,0
"1564",0.0181015243319803,0,Inf
"1565",0.00793667457814508,0.0316459921915386,0.250795567732812
"1566",0.0191070735687143,-1.63390683594085e-05,-1169.41022268947
"1567",0,0,NA
"1568",0.0171379729889695,0.0130786670852478,1.31037611686748
"1569",0.00913267403035066,0.0332073627202897,0.275019552358809
"1570",0,0.0424081188597315,0
"1571",0,0.0129295031145709,0
"1572",0,0.0348222038176803,0
"1573",0.00528861031919855,0,Inf
"1574",0.00916006385709729,0.0100410924799333,0.91225769261694
"1575",0,0,NA
"1576",0,0,NA
"1577",0.00590771344970421,0,Inf
"1578",0,0.00484877219675659,0
"1579",0,0,NA
"1580",0,0.0135280140170493,0
"1581",0,0.0252901657218162,0
"1582",0,0,NA
"1583",0.00877215482545476,0,Inf
"1584",0.00832755111452531,0.0451182263540338,0.184571774811817
"1585",0,0.0307809714716787,0
"1586",0,0,NA
"1587",0,0,NA
"1588",0,0,NA
"1589",0,0,NA
"1590",0.00956967010534864,0,Inf
"1591",0.00353238214337402,0,Inf
"1592",0.00535849108266175,0,Inf
"1593",0,0.00501813769362493,0
"1594",0.00580762852011902,-8.19944594750082e-05,-70.8295238154374
"1595",0.0152102983503559,0,Inf
"1596",0,0,NA
"1597",0,0,NA
"1598",0,0.0250208646392456,0
"1599",0.00934946447325596,-0.000155774216665516,-60.0193322963804
"1600",0.00787417848406956,0.0160693920634087,0.490010975710756
"1601",0.00371615498190101,0,Inf
"1602",0.00566294059482923,0,Inf
"1603",0.0121730305551499,-1.43804119706261e-05,-846.50082209153
"1604",0,0.0146753886305034,0
"1605",0,0,NA
"1606",0,0.00514432356644817,0
"1607",0.0152473575011776,0,Inf
"1608",0,0,NA
"1609",0,0.0537691005620369,0
"1610",0,0,NA
"1611",0,0,NA
"1612",0.0161767576513199,0,Inf
"1613",0.00883889463136329,0.0432641376668952,0.204300723602001
"1614",0.00502516792675075,0.0323225238944718,0.155469540162061
"1615",0,0.015614558945759,0
"1616",0.0132492451346706,0,Inf
"1617",0,0,NA
"1618",0,0,NA
"1619",0,0,NA
"1620",0,0,NA
"1621",0,0,NA
"1622",0.00344828952953012,0.00611512523409111,0.563895161182686
"1623",0.00495053549135577,0,Inf
"1624",0,0,NA
"1625",0,0,NA
"1626",0,0.0138080235563247,0
"1627",0.00438599303641852,0.0219226464708903,0.200066768500892
"1628",0,0.0127570782124458,0
"1629",0,0.0172722156816109,0
"1630",0.0144087501936634,-2.13320108615489e-05,-675.452037183951
"1631",0,0.00306584467631486,0
"1632",0.00930259391551724,0,Inf
"1633",0.00775209326798263,0,Inf
"1634",0,0,NA
"1635",0,0.00971558126332695,0
"1636",0.00526046269348197,0.0144671674602473,0.363613866220642
"1637",0.00198754278312133,0.0193730013816494,0.102593436296556
"1638",0.00492614822150582,0,Inf
"1639",0,0.0168804713180547,0
"1640",0,0,NA
"1641",0.0121218058049963,0.0865762054974936,0.140013133346982
"1642",0,0,NA
"1643",0.00298508349325188,0,Inf
"1644",0.00606068026617241,0.0400168585705053,0.151453174553774
"1645",0.00862090321725309,0.0163993206214533,0.525686607161968
"1646",0.00433510119604649,0.0139431455999297,0.310912710835377
"1647",0,0,NA
"1648",0,0,NA
"1649",0.00214133089600047,0.00979379211374762,0.218641652909364
"1650",0.0105223744434066,0.00592722097389783,1.7752627225718
"1651",0,0,NA
"1652",0,0,NA
"1653",0,0,NA
"1654",0.00636951288871486,0,Inf
"1655",0.0191410932855085,0,Inf
"1656",0.0136705569649445,0.0321256571883152,0.425533924016247
"1657",0.0164850976627493,0.0157863051949,1.04426573914681
"1658",0,0.0398624480522593,0
"1659",0.0137300700864294,0.0738600897576772,0.185892951544948
"1660",0,0.0453070551913093,0
"1661",0,0.011895322670164,0
"1662",0.00804272566009384,-0.000184784359303957,-43.524926516449
"1663",0,0.0128606431139884,0
"1664",0.0155594422882256,0,Inf
"1665",0,0,NA
"1666",0,0,NA
"1667",0,0,NA
"1668",0,0,NA
"1669",0.0105718869390252,0,Inf
"1670",0.00793667457814508,0.0128886838467564,0.61578627209034
"1671",0.00842782202237846,-3.71640313057583e-05,-226.773622943123
"1672",0.00199352251359493,0,Inf
"1673",0.00813651376659811,-4.04468535683409e-07,-20116.555550731
"1674",0.00507375742729427,0,Inf
"1675",0,0.0553797514486686,0
"1676",0.0102567699165514,0,Inf
"1677",0.00393702821545293,0,Inf
"1678",0.0111115683923551,0.0207502322030421,0.535491279501253
"1679",0,0,NA
"1680",0,0,NA
"1681",0.00354692646873124,0,Inf
"1682",0,0,NA
"1683",0.00938149845858233,-1.25446146977803e-05,-747.850666170111
"1684",0,0,NA
"1685",0,0,NA
"1686",0,0,NA
"1687",0,0,NA
"1688",0,0,NA
"1689",0.00495053549135577,0.0258359178204326,0.19161446191939
"1690",0.00621125999927856,0,Inf
"1691",0,0,NA
"1692",0.0178475874863612,0.0891160943937635,0.200273447885864
"1693",0,0,NA
"1694",0.00737899839230758,-3.51307094582757e-05,-210.044104035858
"1695",0.00651475014516695,0,Inf
"1696",0.0132458077234881,0.0797021377820928,0.166191373181262
"1697",0,0,NA
"1698",0,0,NA
"1699",0,0.0115056522839211,0
"1700",0.00650703922852576,0.0130281733939515,0.49945905936029
"1701",0,0.0335193323247796,0
"1702",0.00305716114148749,0,Inf
"1703",0.0138897820535378,0,Inf
"1704",0,0,NA
"1705",0.00655273524218608,0,Inf
"1706",0,0,NA
"1707",0.0148878768090089,0.104259931239754,0.142795766618846
"1708",0,0.00538509104364488,0
"1709",0.00705999377890507,0.0429473014635268,0.164387366337808
"1710",0.00762417669459368,0.0351694150080757,0.216784290919909
"1711",0.0268498838921366,0,Inf
"1712",0,0,NA
"1713",0,0.0128000381658622,0
"1714",0.0268956376365376,0.0126812188489919,2.12090319998505
"1715",0,0.00672493202650908,0
"1716",0,0,NA
"1717",0.00728217268040997,0.0413508821748726,0.176106827651553
"1718",0.0161304311091107,0,Inf
"1719",0.00438509566422197,0.00989373816521599,0.443219295982475
"1720",0,0,NA
"1721",0,0.0124509885587063,0
"1722",0,0.0215478040451272,0
"1723",0,0,NA
"1724",0.00680282602788934,0,Inf
"1725",0.00589977346557752,0.0105363815353529,0.55994303602066
"1726",0,0,NA
"1727",0.0127471204686622,-6.73277063906071e-07,-18932.9492300076
"1728",0.0155353563249021,0,Inf
"1729",0.00377360281769145,0,Inf
"1730",0,0.0194284669887044,0
"1731",0.00818014155260343,0,Inf
"1732",0.00605636983975453,0.0388577314475623,0.155860098213079
"1733",0,0,NA
"1734",0.0157319689922896,0.0171948404005713,0.914923815853907
"1735",0.00892880870000324,0.0153324955841081,0.582345427789187
"1736",0.0055710882766209,0,Inf
"1737",0,0,NA
"1738",0.00786790298270566,0,Inf
"1739",0,0,NA
"1740",0,0,NA
"1741",0,0,NA
"1742",0,0.00584704509761125,0
"1743",0.0366144552972546,0.0147018811357517,2.49046057162143
"1744",0.00527413018299152,0.0326934236076422,0.161320828503219
"1745",0,0,NA
"1746",0,0.0293445252122792,0
"1747",0,0.0152190157691805,0
"1748",0,0,NA
"1749",0.0239616564678241,0.0560059132488532,0.427841545255308
"1750",0,0.0231253863541946,0
"1751",0.0176154922890144,0.0167456265643064,1.05194584516546
"1752",0,0.0169461689299905,0
"1753",0,0,NA
"1754",0.0308629717253305,-4.79956840774919e-05,-643.036396262222
"1755",0.00378636301078955,0,Inf
"1756",0.0259229457597185,0,Inf
"1757",0,0.0242784350226405,0
"1758",0,0.0509840534869682,0
"1759",0,0,NA
"1760",0.0122413575629672,0.0221789357066338,0.551936203111213
"1761",0.00546065145882507,0.012212689139893,0.447129325595274
"1762",0,0.0293135953647237,0
"1763",0,0.0158428511100024,0
"1764",0,0.00891965356798785,0
"1765",0,0,NA
"1766",0.00686618405862556,0,Inf
"1767",0.019804569243659,0.0371255455129815,0.533448572135702
"1768",0,0,NA
"1769",0.00966218348159426,-1.06302258995794e-05,-908.934915670663
"1770",0.00793667457814508,0,Inf
"1771",0.0100417595627393,0,Inf
"1772",0,0,NA
"1773",0,0,NA
"1774",0,0.0269519411350608,0
"1775",0.0321948812957268,0,Inf
"1776",0,0,NA
"1777",0,0,NA
"1778",0,0.0796329544454191,0
"1779",0.0118348720429524,0.15657092926154,0.0755879274573576
"1780",0.00873384652019539,0,Inf
"1781",0.00917456933409831,0.0160824034889641,0.570472525477551
"1782",0,0,NA
"1783",0,0,NA
"1784",0,0,NA
"1785",0.00649359776340556,0,Inf
"1786",0.00546453526609512,0,Inf
"1787",0,0.0224171309910269,0
"1788",0,0.0172286050788236,0
"1789",0.00532202362452798,0.0251126228716569,0.211926235333014
"1790",0.00220295229029895,0.0291680478987724,0.0755262161507788
"1791",0,0,NA
"1792",0.0339112981693805,0,Inf
"1793",0.00694455608033355,0,Inf
"1794",0.00121432968006335,0.0193839699329087,0.0626460773652846
"1795",0,0.0153687873194229,0
"1796",0.0262179754697172,0.00822442971451763,3.1878168310488
"1797",0,0.0663866026655055,0
"1798",0.00479359503896692,0,Inf
"1799",0.0127743829665677,0.0601079118608556,0.212524151498379
"1800",0,0,NA
"1801",0,0,NA
"1802",0.0220316663616863,0.0638829466405705,0.344875550053205
"1803",0,0,NA
"1804",0,0,NA
"1805",0.00528817417442329,0,Inf
"1806",0,0.0278911672417091,0
"1807",0,0,NA
"1808",0,0,NA
"1809",0.0253275804390908,0,Inf
"1810",0,0,NA
"1811",0,0,NA
"1812",0,0,NA
"1813",0.0221879001381395,0.0441475530016733,0.502585050122677
"1814",0.0108074789163016,-7.96269707640243e-06,-1357.26360209403
"1815",0.00711755791093596,0.0137374542814449,0.518113310160355
"1816",0,0,NA
"1817",0,0.013143764381802,0
"1818",0,0,NA
"1819",0,0.0243240804867755,0
"1820",0,0,NA
"1821",0,0.0452700495823996,0
"1822",0.0178902930376353,-7.81977447813476e-06,-2287.8272369183
"1823",0.00970904292855087,0,Inf
"1824",0.00400803749411806,0,Inf
"1825",0.00632919843596173,0.0258448141467375,0.244892395047874
"1826",0.021444206731622,0,Inf
"1827",0.004791130004212,0.00543436368486717,0.881635879018117
"1828",0.00275389964221671,0.0132809525586284,0.207357087532667
"1829",0,0.0150110464813123,0
"1830",0,0.0196032840629761,0
"1831",0,0.0355565221479485,0
"1832",0.00774668738218231,0,Inf
"1833",0,0,NA
"1834",0,0,NA
"1835",0,0,NA
"1836",0,0.0360807749135467,0
"1837",0,0,NA
"1838",0,0,NA
"1839",0,0,NA
"1840",0.0163776216904758,0.0119471373377038,1.37084066480009
"1841",0,0.0151619630342878,0
"1842",0,0,NA
"1843",0,0.015615432892112,0
"1844",0,0.0298111478420883,0
"1845",0,0,NA
"1846",0,0,NA
"1847",0,0.00831609664396585,0
"1848",0,0,NA
"1849",0,0,NA
"1850",0,0,NA
"1851",0,0.00665665387262074,0
"1852",0,0.0137294500053511,0
"1853",0,0.00664736307366302,0
"1854",0.00254061311040524,0.0341776435387589,0.0743355260149542
"1855",0,0,NA
"1856",0,0,NA
"1857",0.010011814400431,0.0798283152893374,0.125416831911624
"1858",0,0,NA
"1859",0.0178217011358184,0,Inf
"1860",0,0,NA
"1861",0,0.0327623514012054,0
"1862",0.00625008138211573,0,Inf
"1863",0.0130726400521611,0,Inf
"1864",0,0,NA
"1865",0,0,NA
"1866",0,0,NA
"1867",0.0178590413010396,0,Inf
"1868",0,0,NA
"1869",0.00538438240490386,-5.65012483443892e-05,-95.296698085053
"1870",0.00203615120396142,0.036394744340137,0.0559462977657437
"1871",0.00894878472877133,0.0167137691618153,0.53541392382132
"1872",0.0229729313785137,0.053968789253878,0.425670682928336
"1873",0.0136208232545251,-0.000578116802411291,-23.5606770080258
"1874",0.0141853485646078,0.0251340067668609,0.564388666565934
"1875",0.00625008138211573,0.029762289762293,0.210000017876118
"1876",0.0155729494456665,0.0442785091417777,0.351704466738089
"1877",0,0,NA
"1878",0,0.0129549410628816,0
"1879",0.011287221500232,0.0553888273804419,0.203781557293225
"1880",0.0294202500114667,0,Inf
"1881",0,0.0146128395796071,0
"1882",0,0.0224470500361927,0
"1883",0,0,NA
"1884",0.00680565850517321,0.0157831270746861,0.431198359676677
"1885",0.00883550060545593,-1.82390607957387e-05,-484.427389348919
"1886",0,0,NA
"1887",0.00726305274680856,-3.767990703582e-05,-192.756652501929
"1888",0.00587862139468227,0,Inf
"1889",0,0,NA
"1890",0.00353983779403088,0.00688354802498249,0.514246109881668
"1891",0,0,NA
"1892",0,0.00878755553393619,0
"1893",0.0263908651866717,-0.000177475270343567,-148.701648041345
"1894",0.0215712036178728,0.0463394575511185,0.465504016616441
"1895",0,0,NA
"1896",0.00223661145860122,0.00530905830151798,0.421282143004857
"1897",0.00566510263300201,0.0145801041286179,0.388550217682088
"1898",0.0380660648203508,0.030872851395998,1.23299478665211
"1899",0.0035680156421538,0.00884038649843184,0.403604032785978
"1900",0.0103025267302572,-0.00026688022782895,-38.6035594096551
"1901",0.0086501696323374,0.0249155577417461,0.347179449964469
"1902",0,0,NA
"1903",0.00666961271627207,0.0110900217484417,0.601406639911167
"1904",0,0,NA
"1905",0.0186089203826872,0.0136114402046963,1.36715293185998
"1906",0,0,NA
"1907",0.00402740516994565,0.0371015288885123,0.108550922040106
"1908",0,0.0128043504422276,0
"1909",0,0.0131358134302317,0
"1910",0.0117886746326308,0,Inf
"1911",0.0262700776965294,0,Inf
"1912",0,0.00900041194929595,0
"1913",0.00588242078979322,0,Inf
"1914",0,0.0285818857640921,0
"1915",0.00320001092273375,0.00578412600716884,0.553240181622541
"1916",0.0305620146770311,0.00719685996097513,4.24657626280812
"1917",0.0169207174648889,-1.70920581629506e-05,-989.975420371954
"1918",0.00714297862373822,0.0126384982859406,0.565176214937201
"1919",0,0,NA
"1920",0,0,NA
"1921",0,0.0216106674474859,0
"1922",0,0.0323031784622062,0
"1923",0,0,NA
"1924",0,0,NA
"1925",0,0.014468151123327,0
"1926",0,0.0426143637660543,0
"1927",0.00969809763179234,0,Inf
"1928",0,0,NA
"1929",0.0246223092249656,0.0183535776451763,1.34155365787427
"1930",0,0.0071900074775628,0
"1931",0.00869587135593462,0,Inf
"1932",0,0.0190378193771111,0
"1933",0,0.0137865034166961,0
"1934",0.00689666106616788,0,Inf
"1935",0,0,NA
"1936",0,0,NA
"1937",0,0,NA
"1938",0,0,NA
"1939",0,0,NA
"1940",0.0468824665867529,0,Inf
"1941",0,0,NA
"1942",0.00790530301332112,0.0142412997806685,0.555097016077982
"1943",0.0284618493005774,-9.30965141849273e-07,-30572.4113837825
"1944",0.00731621198717737,-0.000149269946195724,-49.013295533612
"1945",0,0,NA
"1946",0.00641034421453073,0.0535632935686208,0.119677932170439
"1947",0.00611628421781723,0,Inf
"1948",0,0.0904063417774596,0
"1949",0.0181506679948318,-0.000152552881221083,-118.979516149075
"1950",0,0.0211328706709426,0
"1951",0.0226659527425547,0.0254967554108894,0.888974003840279
"1952",0,0,NA
"1953",0.00577642761926531,0,Inf
"1954",0.00884154830631066,0,Inf
"1955",0.00440531484107745,0,Inf
"1956",0,0.00657205952156196,0
"1957",0.0223918013134866,0,Inf
"1958",0,0.0120168323064835,0
"1959",0.00492614822150582,0.0180159671680155,0.273432348958285
"1960",0.0119766205112464,0.0118466308017634,1.01097271550521
"1961",0,0.0232794317170953,0
"1962",0,0.0349445729775174,0
"1963",0,0,NA
"1964",0.00538556822916112,0,Inf
"1965",0,0.0333469259758937,0
"1966",0,0,NA
"1967",0,0.0237477654477218,0
"1968",0.00487808747268233,0,Inf
"1969",0.00258814811602693,0.00971829939820045,0.266316976868009
"1970",0.0119053243468593,0.0382245094894215,0.311457871033089
"1971",0.0190499231161352,0.0407999007157903,0.466911016495746
"1972",0.0164957398454416,0,Inf
"1973",0,0,NA
